Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,7,0,21.10000000000212,2.7999999999978797,26.9554094221547,0.38823289077795853,5.848717127549803,1.8189894035458565e-15
1,2,7,0,21.100000000000215,2.799999999999784,28.73061351390911,0.3537233004865844,6.027992536052006,0.0
1,3,7,0,21.100000000000023,2.799999999999976,28.887350324135447,0.33646850534089734,6.495410035328256,9.094947017729283e-16
1,4,7,0,21.1,2.799999999999997,29.270281842830904,0.32784110776805386,5.969541082660129,1.8189894035458565e-15
1,5,7,0,21.099999999999998,2.8000000000000007,28.897552952650873,0.32784110776805386,5.9033138284550954,1.8189894035458565e-15
1,6,7,0,21.099999999999994,2.8000000000000043,28.002292140771583,0.37097809563227147,6.406743467034816,9.094947017729283e-16
1,7,7,0,21.099999999999998,2.8000000000000007,27.455680163730555,0.46587946893355026,6.404803522561545,0.0
1,8,7,0,21.1,2.799999999999997,27.265475595010685,0.5607808422348289,6.023607076130465,0.0
1,9,7,0,21.1,2.799999999999997,27.274150034745798,0.5694082398076724,4.386097888388023,9.094947017729283e-16
1,10,7,0,21.1,2.799999999999997,27.517589190692288,0.578035637380516,2.33495927363557,4.547473508864641e-16
1,11,7,0,21.1,2.799999999999997,28.52834627637519,0.595290432526203,0.7063680155762848,1.1368683772161603e-16
1,12,7,0,21.22158516563088,2.678414834369118,28.706138004155257,0.6039178300990464,0.0,0.0
1,13,7,0,21.734662235030925,2.165337764969074,27.305357116031445,0.595290432526203,0.0,0.0
1,14,7,0,22.53398866273855,1.3660113372614475,26.024752126649318,0.5694082398076724,0.0,0.0
1,15,7,0,22.841018631863825,1.0589813681361733,25.494101458229125,0.5607808422348289,0.0,0.0
1,16,7,0,22.73194917356464,1.1680508264353584,25.622840973335315,0.5866630349533597,0.0,0.0
1,17,7,0,22.31053050053874,1.5894694994612593,24.77336117452809,0.6901918058274819,0.0,0.0
1,18,7,0,21.461108152124368,2.438891847875631,26.01075700322709,0.8627397572843523,0.0,0.0
1,19,7,0,21.10098837715221,2.7990116228477895,26.43363692269847,0.8627397572843523,0.6291848766072544,1.7053025658242405e-16
1,20,7,0,21.10000100753018,2.799998992469817,26.898902142881248,0.8023479742744476,1.7863220712149994,0.0
1,21,7,0,21.10000004562963,2.7999999543703673,26.71001955622107,0.7678383839830736,2.341031754265721,0.0
1,22,7,0,21.100000003054653,2.7999999969453455,25.841939499770263,0.7333287936916993,3.441545908979384,9.094947017729283e-16
1,23,7,0,21.100000000275514,2.799999999724484,25.536275318596154,0.6125452276718901,4.523114879334331,0.0
1,24,7,0,21.100000000025677,2.7999999999743217,24.90158602204902,0.5003890592249243,5.267392104795048,0.0
1,1,1,0,21.100000000002563,2.7999999999974357,24.508744665004134,0.38823289077795853,5.917659925613095,0.0
1,2,1,0,21.100000000000254,2.799999999999745,24.369978046216456,0.3537233004865844,6.091824198591152,0.0
1,3,1,0,21.10000000000003,2.7999999999999687,23.875051551475273,0.33646850534089734,6.221554452223246,0.0
1,4,1,0,21.100000000000005,2.7999999999999936,24.046120348433895,0.32784110776805386,6.915155106574407,0.0
1,5,1,0,21.1,2.799999999999997,23.857723460124262,0.32784110776805386,7.254750791493585,9.094947017729283e-16
1,6,1,0,21.1,2.799999999999997,23.65493969450563,0.37097809563227147,7.778163398030011,9.094947017729283e-16
1,7,1,0,21.1,2.799999999999997,23.4761161939045,0.46587946893355026,8.42364718073383,1.8189894035458565e-15
1,8,1,0,21.099999999999998,2.8000000000000007,23.484013186993433,0.5607808422348289,8.66910195692964,1.8189894035458565e-15
1,9,1,0,21.1,2.799999999999997,23.714754893631014,0.5694082398076724,6.201072116486764,1.8189894035458565e-15
1,10,1,0,21.099999999999998,2.8000000000000007,23.34023225729914,0.578035637380516,4.444243658399675,0.0
1,11,1,0,21.1,2.799999999999997,22.921421268621767,0.595290432526203,2.90487506133243,0.0
1,12,1,0,21.100000000000005,2.7999999999999936,23.008831247273353,0.6039178300990464,2.0125944156400184,2.2737367544323206e-16
1,13,1,0,21.099999999999998,2.8000000000000007,23.485685584288596,0.595290432526203,0.7466833529865362,1.1368683772161603e-16
1,14,1,0,21.141957367838685,2.758042632161313,24.40254756017773,0.5694082398076724,0.0,0.0
1,15,1,0,21.568102735151612,2.3318972648483864,23.731617667536547,0.5607808422348289,0.0,0.0
1,16,1,0,21.84691816412238,2.05308183587762,23.303041998911645,0.5866630349533597,0.0,0.0
1,17,1,0,21.72845324522219,2.1715467547778076,23.58007520174806,0.6901918058274819,0.0,0.0
1,18,1,0,21.108251777163346,2.7917482228366524,24.367795965540935,0.8627397572843523,0.4440173367028159,5.684341886080802e-17
1,19,1,0,21.100000082065545,2.7999999179344535,24.39174008603772,0.8627397572843523,2.0032180183065207,2.2737367544323206e-16
1,20,1,0,21.10000000463051,2.7999999953694896,24.34194519836117,0.8023479742744476,3.046886543170455,0.0
1,21,1,0,21.10000000037212,2.799999999627879,24.761022696398,0.7678383839830736,4.317061402839189,0.0
1,22,1,0,21.10000000003429,2.79999999996571,24.62563238588216,0.7333287936916993,4.870589533340106,9.094947017729283e-16
1,23,1,0,21.100000000003536,2.799999999996462,24.488400835109047,0.6125452276718901,6.035490640196507,0.0
1,24,1,0,21.100000000000396,2.799999999999603,24.402680489224345,0.5003890592249243,6.819276595143048,0.0
1,1,2,0,21.100000000000048,2.799999999999951,24.409008995770115,0.38823289077795853,7.412275736486667,9.094947017729283e-16
1,2,2,0,21.10000000000001,2.79999999999999,24.340209855011448,0.3537233004865844,8.206024509787134,0.0
1,3,2,0,21.1,2.799999999999997,24.031482539988975,0.33646850534089734,9.014525383078325,3.637978807091713e-15
1,4,2,0,21.099999999999998,2.8000000000000007,24.082279885437035,0.32784110776805386,8.595315848540492,1.8189894035458565e-15
1,5,2,0,21.1,2.799999999999997,24.259317301060197,0.32784110776805386,9.539603289563143,0.0
1,6,2,0,21.1,2.799999999999997,24.366205670444575,0.37097809563227147,9.430014623680394,1.8189894035458565e-15
1,7,2,0,21.099999999999998,2.8000000000000007,24.7500307028025,0.46587946893355026,10.026289106380194,1.8189894035458565e-15
1,8,2,0,21.1,2.799999999999997,26.31448085682256,0.5607808422348289,9.004314708659532,0.0
1,9,2,0,21.100000000000005,2.7999999999999936,28.33572165323644,0.5694082398076724,6.99216837292978,9.094947017729283e-16
1,10,2,0,21.100000000000005,2.7999999999999936,30.62251566839261,0.578035637380516,5.695661389741886,1.8189894035458565e-15
1,11,2,0,21.1,2.799999999999997,36.12040851060635,0.595290432526203,2.987863584997234,9.094947017729283e-16
1,12,2,0,21.099999999999998,2.8000000000000007,39.73917720200181,0.6039178300990464,2.5569419622906824,9.094947017729283e-16
1,13,2,0,21.099999999999998,2.8000000000000007,45.57538765367756,0.595290432526203,0.7710279049429845,0.0
1,14,2,0,21.775979997574566,2.124020002425432,46.7886299434152,0.5694082398076724,0.0,0.0
1,15,2,0,22.557609438829324,1.3423905611706743,48.07212954666129,0.5607808422348289,0.0,0.0
1,16,2,0,22.95965197821591,0.9403480217840894,45.94700904489284,0.5866630349533597,0.0,0.0
1,17,2,0,23.050111438651665,0.8498885613483331,44.31429509099864,0.6901918058274819,0.0,0.0
1,18,2,0,22.005830623310896,1.8941693766891028,46.03396606091154,0.8627397572843523,0.0,0.0
1,19,2,0,21.169181836048796,2.730818163951202,47.94449140245348,0.8627397572843523,0.19984700680754758,4.9737991503207014e-17
1,20,2,0,21.100000000452923,2.799999999547076,46.23874649195013,0.8023479742744476,2.0714471270505093,9.094947017729283e-16
1,21,2,0,21.100000000017996,2.7999999999820027,46.92341532581798,0.7678383839830736,2.032965711308418,2.2737367544323206e-16
1,22,2,0,21.100000000000723,2.799999999999276,45.094279157687644,0.7333287936916993,1.9861679618595225,2.2737367544323206e-16
1,23,2,0,21.100000000000062,2.7999999999999368,39.167969496194324,0.6125452276718901,3.873595542960215,0.0
1,24,2,0,21.10000000000001,2.79999999999999,33.96098971216437,0.5003890592249243,4.899432586866627,0.0
1,1,3,0,21.1,2.799999999999997,31.23521380307661,0.38823289077795853,5.821998312228244,0.0
1,2,3,0,21.100000000000005,2.7999999999999936,29.346296818412764,0.3537233004865844,6.622195474530795,9.094947017729283e-16
1,3,3,0,21.1,2.799999999999997,28.258668408107717,0.33646850534089734,7.129197886946517,9.094947017729283e-16
1,4,3,0,21.099999999999998,2.8000000000000007,26.93874998802451,0.32784110776805386,8.169604303717021,1.8189894035458565e-15
1,5,3,0,21.1,2.799999999999997,25.328932167700923,0.32784110776805386,8.867674994712369,1.8189894035458565e-15
1,6,3,0,21.100000000000005,2.7999999999999936,23.836898930182468,0.37097809563227147,9.14992379719847,1.8189894035458565e-15
1,7,3,0,21.099999999999998,2.8000000000000007,22.37462932147191,0.46587946893355026,9.859835909334363,3.637978807091713e-15
1,8,3,0,21.099999999999994,2.8000000000000043,21.53659058496655,0.5607808422348289,10.17043272000653,1.8189894035458565e-15
1,9,3,0,21.099999999999998,2.8000000000000007,20.976944882313198,0.5694082398076724,8.536863795944482,1.8189894035458565e-15
1,10,3,0,21.099999999999994,2.8000000000000043,20.28652092412673,0.578035637380516,7.069622515177725,9.094947017729283e-16
1,11,3,0,21.1,2.799999999999997,20.08354569014687,0.595290432526203,5.556527001495532,0.0
1,12,3,0,21.100000000000005,2.7999999999999936,20.48033945647234,0.6039178300990464,4.2047498354623025,9.094947017729283e-16
1,13,3,0,21.1,2.799999999999997,20.89907340100577,0.595290432526203,3.3580286762631473,0.0
1,14,3,0,21.099999999999998,2.8000000000000007,21.193315109758615,0.5694082398076724,3.2083942867790394,4.547473508864641e-16
