Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
11,7,2,0,22.31,0,54.7,8.5,8.04,7.13
11,8,2,0,22.35,0,54.2,10.9,10.2,9.88
11,9,2,0,22.31,0,54.48,7.3,17.52,5.69
11,10,2,0,22.32,0,54.9,8.5,15.6,7.63
11,11,2,0,22.35,0,55.02,8.4,10.68,9.48
11,12,2,0,22.38,0,55.34,9.9,2.04,10.96
11,13,2,0,22.38,0,56.02,10.2,0.48,10.71
11,14,2,0,22.37,0,56.56,9.7,0.48,10.01
11,15,2,0,22.37,0,56.58,10.9,3.24,10.52
11,16,2,0,22.31,0,56.98,7.8,0.6,5.76
11,17,2,0,22.42,0,55.25,17,1.2,15.15
11,18,2,0,22.39,0,53.81,12.8,11.16,10.55
11,19,2,0,22.42,0,52.94,15.8,2.52,13.28
11,20,2,0,22.44,0,51.68,18.7,2.4,14
11,21,2,0,22.37,0,51.11,14.5,1.32,8.68
11,22,2,0,22.35,0,50.62,13.2,2.28,7.77
11,23,2,0,22.3,0,50.66,11.4,9.72,4.86
11,24,2,0,22.23,0,50.74,10,2.64,2.69
11,1,3,0,22.08,0,51.32,8.3,2.16,1.19
11,2,3,0,21.95,0,52.37,7.6,0.84,0.68
11,3,3,0,21.81,0,52.87,7.3,0.24,0.32
11,4,3,0,21.7,0,52.66,7.6,0,0.2
11,5,3,0,21.77,0,51.73,10,0.24,0.57
11,6,3,0,21.77,0,50.83,10.6,1.8,0.53
11,7,3,0,21.86,0,49.16,12.9,6.96,1.06
11,8,3,0,21.87,0,47.84,12.2,18.48,1.12
11,9,3,0,22.09,0,46.5,13.5,13.2,4
11,10,3,0,22.02,0,46.69,8.1,2.04,1.42
11,11,3,0,22.27,0,45.51,11.4,5.16,7
11,12,3,0,22.44,0,43.28,10.8,4.08,11.07
11,13,3,0,22.49,0,41.93,12.7,1.92,14.48
11,14,3,0,22.48,0,41.13,11.9,6.36,10.02
11,15,3,0,22.48,0,40.52,12.7,2.64,10.62
11,16,3,0,22.38,0,40.49,7.6,0.96,4.2
11,17,3,0,22.35,0,40.21,10.1,3.96,5.5
11,18,3,0,22.33,0,40.79,9.6,2.4,5.28
11,19,3,0,22.34,0,43.12,10.4,1.92,6.43
11,20,3,0,22.34,0,45.25,11.7,1.08,7.59
11,21,3,0,22.3,0,47.28,9.4,2.88,4.93
11,22,3,0,22.33,0,48.38,13,3.12,8.33
11,23,3,0,22.39,0,48.15,16.9,1.44,11.68
11,24,3,0,22.27,0,48.72,9.2,0.36,3.35
11,1,4,0,22.31,0,48.85,15.8,0.48,7.96
11,2,4,0,22.09,0,49.54,8.2,1.8,1.14
11,3,4,0,22.01,0,50,7.5,0.12,1.04
11,4,4,0,21.98,0,50.37,7.7,0,0.97
11,5,4,0,22.1,0,50.47,11.4,0.12,2.63
11,6,4,0,21.96,0,51.59,7.7,1.08,0.69
11,7,4,0,21.9,0,52.83,7.8,2.76,0.67
11,8,4,0,21.98,0,52.96,10.1,19.92,1.64
11,9,4,0,21.84,0,53.03,7.4,15.6,0.34
11,10,4,0,21.88,0,52.13,8.4,10.92,0.93
11,11,4,0,22.05,0,50.74,11.3,14.88,3.4
11,12,4,0,22.19,0,50.17,15,10.44,6.34
11,13,4,0,22.11,0,51.03,8.1,1.08,3.14
11,14,4,0,22.43,0,50.13,10.3,1.44,15.86
11,15,4,0,22.47,0,49.25,11.7,2.28,22.58
11,16,4,0,22.47,0,47.87,8,4.44,15.44
11,17,4,0,22.46,0,47.25,9.9,3.6,9.7
11,18,4,0,22.45,0,47.12,10.3,3.36,9.47
11,19,4,0,22.45,0,47.21,10.4,0.72,10.17
11,20,4,0,22.45,0,47.12,11.6,2.52,10.82
11,21,4,0,22.45,0,46.79,12,1.8,10.41
11,22,4,0,22.43,0,46.2,11.7,0.48,9.55
11,23,4,0,22.4,0,45.68,10.6,1.44,7.59
11,24,4,0,22.38,0,45.13,11.7,2.88,7.73
11,1,8,0,22.3,0,45.26,8.8,1.56,3.93
11,2,8,0,22.27,0,45.67,10.1,0.12,4.23
11,3,8,0,22.24,0,45.47,10.5,0.12,3.61
11,4,8,0,22.11,0,45.49,8.1,0.24,1.49
11,5,8,0,22.15,0,45.25,10.7,0.24,2.49
11,6,8,0,22.11,0,45.41,10.3,2.28,1.81
11,7,8,0,22.09,0,45.61,10.4,3.6,1.93
11,8,8,0,22.14,0,45.15,9.4,9,2.93
11,9,8,0,22.28,0,43.78,13.8,27.36,7.35
11,10,8,0,22.3,0,42.66,7.7,9.72,5.13
11,11,8,0,22.39,0,41.03,8.2,0.36,9.03
11,12,8,0,22.47,0,40.01,10.5,1.68,12.75
11,13,8,0,22.53,0,39.19,15.1,3.12,19.55
11,14,8,0,22.55,0,38.31,13.2,3.6,18.75
11,15,8,0,22.55,0,37.88,11.1,2.16,16.52
11,16,8,0,22.55,0,37.6,10.7,2.28,14.66
11,17,8,0,22.53,0,37.38,10.5,3.48,11.36
11,18,8,0,22.52,0,37.09,10,9.12,10.11
11,19,8,0,22.52,0,36.66,11.9,1.08,11.68
11,20,8,0,22.54,0,36.14,16.7,1.56,15.14
11,21,8,0,22.5,0,35.48,13.2,0.84,9.93
11,22,8,0,22.49,0,34.9,15.6,2.88,10.61
11,23,8,0,22.36,0,34.7,11,1.44,4.9
11,24,8,0,22.28,0,34.18,10.7,5.64,3.39
11,1,6,0,22.05,0,34.39,7.8,0,0.81
11,2,6,0,21.88,0,34.38,8.9,0.24,0.5
11,3,6,0,21.77,0,33.87,10.8,0,0.43
11,4,6,0,21.52,0,33.34,10,0.24,0.09
11,5,6,0,21.19,0,33.23,7.7,0.12,0
11,6,6,0,21.07,0,32.88,8,0.36,0
11,7,6,0,21.01,0,32.17,7.2,5.52,0
11,8,6,0,21.24,0,31.24,11.3,6.12,0.12
11,9,6,0,21.37,0,30.65,10.4,17.16,0.34
11,10,6,0,21.61,0,29.84,11,29.28,1.04
11,11,6,0,21.67,0,29.58,8.2,10.68,1.6
11,12,6,0,21.89,0,29.32,10.7,7.56,3.03
11,13,6,0,22.18,0,28.93,13.4,1.8,5.17
11,14,6,0,22.2,0,29.03,9.6,3.6,3.57
11,15,6,0,22.32,0,29,13.3,2.52,6.26
11,16,6,0,22.19,0,29.59,9,4.8,2.26
11,17,6,0,22.06,0,30.41,11.7,2.16,1.64
11,18,6,0,21.79,0,31.9,8.7,1.08,0.57
11,19,6,0,21.86,0,33.18,11,5.76,1.29
11,20,6,0,22.11,0,34.3,15.8,0.96,2.65
11,21,6,0,22.03,0,35.51,13.9,1.32,1.66
11,22,6,0,21.8,0,37.06,10.2,0.72,0.37
11,23,6,0,21.53,0,38.77,8.5,0.84,0
11,24,6,0,21.63,0,39.62,12.6,1.08,0.35
11,1,7,0,21.33,0,41.41,8.3,2.64,0
11,2,7,0,21.25,0,42.18,9.4,0.36,0
11,3,7,0,21.18,0,42.92,7,0,0
11,4,7,0,21.26,0,43.94,10.7,0.12,0
11,5,7,0,21.18,0,45.78,8.5,0,0
11,6,7,0,21.35,0,46.66,12.1,0,0
11,7,7,0,21.18,0,48.81,7.1,1.08,0
11,8,7,0,21.18,0,50.05,8.1,1.2,0
11,9,7,0,21.28,0,49.63,11,6.84,0
11,10,7,0,21.09,0,49.87,5.7,31.68,0
11,11,7,0,21.15,0,49.86,8.6,11.88,0
11,12,7,0,21.44,0,49.32,11.2,15,0.07
11,13,7,0,21.6,0,49.63,9.7,7.2,0.87
11,14,7,0,22.21,0,48.41,11.5,4.92,9.53
11,15,7,0,22.42,0,48.39,12.5,2.04,20
11,16,7,0,22.46,0,48.6,12.9,4.92,19.68
11,17,7,0,22.44,0,48.39,9.6,1.8,7.37
11,18,7,0,22.45,0,47.75,11.9,5.16,9.34
11,19,7,0,22.44,0,47.48,9.8,1.68,7.98
11,20,7,0,22.47,0,46.89,14.9,0.72,13.14
11,21,7,0,22.44,0,46.66,11.2,3.96,8.51
11,22,7,0,22.47,0,45.94,15.9,7.56,13.23
11,23,7,0,22.43,0,45.7,12.7,2.52,8.83
11,24,7,0,22.35,0,46.25,9.4,0.12,4.84
11,1,1,0,22.33,0,46.83,11.6,0.48,5.87
11,2,1,0,22.18,0,48.06,8,3.36,1.89
11,3,1,0,21.88,0,49.71,5.7,0,0.39
11,4,1,0,21.92,0,49.45,9.6,0.12,1.16
11,5,1,0,21.97,0,49.02,11.3,0.24,1.32
11,6,1,0,21.6,0,49.78,6.6,1.32,0
11,7,1,0,21.35,0,49.71,6.2,4.8,0
11,8,1,0,21.51,0,48.5,10,15,0.1
11,9,1,0,21.68,0,47.26,12.1,4.92,0.52
11,10,1,0,21.71,0,46.26,10.1,13.08,0.32
11,11,1,0,21.71,0,45.73,11.1,8.88,0.39
11,12,1,0,21.62,0,45.6,9.3,12.48,0.05
11,13,1,0,21.72,0,45.04,9.6,3.72,1.18
11,14,1,0,22.2,0,43.53,9.7,3,7.82
11,15,1,0,22.39,0,42.43,12.6,6.24,15.81
11,16,1,0,22.43,0,41.07,13.7,2.16,14.56
11,17,1,0,22.38,0,39.9,12.9,0.6,5.38
11,18,1,0,22.27,0,39.05,11.3,3.96,3.32
11,19,1,0,22.33,0,38.25,14.5,2.88,5.41
11,20,1,0,22.33,0,37.88,14.6,1.44,4.8
11,21,1,0,22.34,0,37.32,17.4,1.68,6.2
11,22,1,0,22.25,0,37.03,14.3,2.76,2.81
11,23,1,0,21.93,0,37.5,10.2,0.6,0.59
11,24,1,0,21.99,0,36.85,14.8,2.76,1.45
11,1,2,0,21.34,0,38.25,5.9,0.24,0
11,2,2,0,21.31,0,38.58,10.6,0.12,0
11,3,2,0,21.07,0,39.22,5.7,0.24,0
11,4,2,0,21.04,0,39.02,8.8,0,0
11,5,2,0,21,0,38.65,8.8,0.36,0
11,6,2,0,20.97,0,38.24,6.7,1.44,0
11,7,2,0,20.96,0,37.76,5.9,7.56,0
11,8,2,0,21.19,0,36.9,10.2,10.2,0.19
11,9,2,0,21.23,0,36.42,5.9,23.64,0.33
11,10,2,0,21.56,0,35.21,8.8,18.6,1.2
11,11,2,0,21.83,0,34.11,9.3,2.28,3.96
11,12,2,0,22.08,0,33.12,10.5,4.32,8.15
11,13,2,0,22.2,0,32.28,8.9,1.08,8.42
11,14,2,0,22.34,0,31.14,9.4,0,10.91
11,15,2,0,22.39,0,30.29,10.3,0.36,15.92
11,16,2,0,22.41,0,29.49,9.4,2.76,13.08
11,17,2,0,22.32,0,28.86,7.1,4.08,3.71
11,18,2,0,22.11,0,29.01,5.6,6.96,1.99
11,19,2,0,22.38,0,28.94,14.7,2.28,6.85
11,20,2,0,22.44,0,29.07,16,3.36,7.06
11,21,2,0,22.46,0,29.24,21.7,1.32,10.95
11,22,2,0,22.37,0,29.53,15.2,4.2,3.84
11,23,2,0,22.13,0,29.92,12.7,2.4,1.55
11,24,2,0,22.07,0,29.71,15.2,0.96,1.66
11,1,3,0,21.72,0,29.94,11.7,4.2,0.18
11,2,3,0,21.27,0,30.29,9,0.72,0
11,3,3,0,21.14,0,30.03,10.5,0.12,0
11,4,3,0,21.03,0,29.73,9.3,0.12,0
11,5,3,0,20.97,0,29.37,7.8,0.48,0
11,6,3,0,20.96,0,28.92,7.5,2.28,0
11,7,3,0,20.96,0,28.49,9.2,5.88,0
11,8,3,0,21.01,0,28.02,10.4,16.32,0
11,9,3,0,21.28,0,27.15,11,11.88,0.69
11,10,3,0,21.55,0,26.2,10.2,5.76,1.2
11,11,3,0,21.72,0,25.16,10.9,12,3.61
11,12,3,0,21.83,0,24.29,11.1,6.84,6.06
11,13,3,0,22.05,0,23.39,13.9,2.64,8.64
11,14,3,0,22.13,0,22.77,10.9,1.32,8.1
11,15,3,0,22.29,0,22.17,13.4,2.76,10.76
11,16,3,0,22.25,0,21.94,12.1,2.16,7.72
11,17,3,0,21.94,0,22.23,11.8,0.84,1.83
11,18,3,0,21.51,0,22.96,9,2.04,0.25
11,19,3,0,21.39,0,23.88,8.9,0.96,0.04
11,20,3,0,21.45,0,24.5,13.4,2.16,0.39
11,21,3,0,21.33,0,25.19,10.3,2.52,0
11,22,3,0,21.38,0,25.55,14.6,0.72,0.14
11,23,3,0,21.36,0,25.74,15.8,0.48,0.08
11,24,3,0,21.25,0,25.73,14.7,1.08,0
11,1,4,0,21,0,25.78,7.6,0.48,0
11,2,4,0,20.96,0,25.61,8.4,0.24,0
11,3,4,0,20.96,0,25.42,7.1,0.36,0
11,4,4,0,20.96,0,25.23,9.9,0,0
11,5,4,0,20.96,0,24.92,8.8,0.24,0
11,6,4,0,20.96,0,24.6,9.7,0.24,0
11,7,4,0,20.96,0,24.2,9.9,0.84,0
11,8,4,0,21,0,23.86,8.9,10.56,0
11,9,4,0,21.21,0,23.29,10.5,15.24,0.69
11,10,4,0,21.47,0,22.65,11,10.32,0.98
11,11,4,0,21.6,0,21.96,9.7,25.08,2.25
11,12,4,0,21.76,0,21.39,13,6.72,6.49
11,13,4,0,21.95,0,20.73,15,3.72,9.88
11,14,4,0,22.24,0,19.88,17.6,3,13.56
11,15,4,0,22.27,0,19.51,13.2,13.2,12.45
11,16,4,0,22.19,0,19.4,11.4,2.64,8.23
11,17,4,0,21.81,0,19.58,9.9,1.8,1.64
11,18,4,0,21.46,0,20.19,7.8,5.16,0.44
11,19,4,0,21.71,0,20.57,14.7,0.24,1.84
11,20,4,0,21.49,0,21.71,11,1.2,0.37
11,21,4,0,21.42,0,22.45,11.9,0.6,0.16
11,22,4,0,21.39,0,23.07,13.2,1.44,0.1
11,23,4,0,21.32,0,23.7,13,0.96,0
11,24,4,0,21.08,0,24.38,9.2,0.72,0
11,1,5,0,20.99,0,24.7,9.8,2.52,0
11,2,5,0,20.96,0,24.91,7.5,0,0
11,3,5,0,20.97,0,25.08,13.6,0,0
11,4,5,0,20.96,0,25.17,9.7,0,0
11,5,5,0,20.96,0,25.27,9.6,0.12,0
11,6,5,0,20.96,0,25.32,8,3,0
11,7,5,0,20.96,0,25.11,6.4,9.36,0
11,8,5,0,20.99,0,24.78,9,8.52,0
11,9,5,0,21.04,0,24.23,8.6,28.56,0.07
11,10,5,0,21.15,0,23.41,9.6,14.88,0.39
11,11,5,0,21.28,0,22.29,6.5,6,0.53
11,12,5,0,21.55,0,21.32,9.5,6.84,2.15
11,13,5,0,21.87,0,20.68,13.8,1.8,6.26
11,14,5,0,22.04,0,20.33,11.4,8.64,7.13
11,15,5,0,22.1,0,20.15,8,3.6,6.24
11,16,5,0,22.15,0,20.2,11.8,2.64,7.09
11,17,5,0,22.03,0,20.46,13.1,1.92,2.44
11,18,5,0,21.94,0,20.97,14.2,6.24,2.11
11,19,5,0,21.73,0,22.18,11.4,0.6,1.12
11,20,5,0,21.88,0,22.68,16.8,1.2,2.17
11,21,5,0,21.52,0,24.06,10.7,0.6,0.14
11,22,5,0,21.46,0,24.85,13.3,0.84,0.23
11,23,5,0,21.47,0,25.05,15.9,3.12,0.27
11,24,5,0,21.22,0,25.31,10.9,2.16,0
12,1,6,0,21.08,0,25.22,11.1,3.36,0
12,2,6,0,20.99,0,24.84,11,2.16,0
12,3,6,0,20.96,0,24.26,8.5,0.24,0
12,4,6,0,20.96,0,23.66,7.9,1.56,0
12,5,6,0,20.96,0,23.09,10,0.24,0
12,6,6,0,20.96,0,22.58,10.3,3.36,0
12,7,6,0,20.96,0,22.08,10,7.8,0
12,8,6,0,21.12,0,21.54,11.9,1.92,0.3
12,9,6,0,21.49,0,20.71,11.8,19.56,1.79
12,10,6,0,21.66,0,19.89,8.3,7.2,2.4
12,11,6,0,21.8,0,18.84,10.9,10.8,6.32
12,12,6,0,21.9,0,17.92,10.4,12.48,9.66
12,13,6,0,22.11,0,17.04,14.2,2.04,14.25
12,14,6,0,22.33,0,16.09,14.1,11.88,17.37
12,15,6,0,22.38,0,15.57,12.6,12.48,19.71
12,16,6,0,22.36,0,15.44,10.2,8.4,14.22
12,17,6,0,22.25,0,15.57,8.8,2.76,4.03
12,18,6,0,22.1,0,16.07,9.3,3.48,2.65
12,19,6,0,22.25,0,16.88,14,0.48,3.93
12,20,6,0,22.37,0,17.77,17.9,0.36,5.13
12,21,6,0,21.98,0,18.8,11.8,0.36,1.23
12,22,6,0,21.66,0,19.69,11.2,2.4,0.4
12,23,6,0,21.52,0,20.06,13.2,1.44,0.22
12,24,6,0,21.38,0,20.15,13.7,0.24,0.03
12,1,7,0,21.07,0,20.4,8.3,0.6,0
12,2,7,0,20.96,0,20.39,7.1,7.32,0
12,3,7,0,20.96,0,20.08,9.3,0.36,0
12,4,7,0,20.96,0,19.35,8.7,2.28,0
12,5,7,0,20.96,0,18.56,6,0,0
12,6,7,0,20.96,0,17.97,10.3,0.24,0
12,7,7,0,20.96,0,17.47,16.2,2.4,0
12,8,7,0,20.99,0,17.08,10,8.04,0
12,9,7,0,21.24,0,16.49,16,11.52,0.85
12,10,7,0,21.29,0,16.11,9.9,10.44,0.68
12,11,7,0,21.46,0,15.71,9.6,17.52,1.09
12,12,7,0,21.65,0,15.03,11.5,12.96,3.69
12,13,7,0,21.75,0,14.33,13.9,4.32,6.7
12,14,7,0,21.8,0,13.91,12,1.92,7.58
12,15,7,0,21.99,0,13.66,12,1.44,8.24
12,16,7,0,21.86,0,13.91,8,5.04,3.7
12,17,7,0,21.55,0,14.44,13.5,2.64,0.82
12,18,7,0,21.24,0,15.32,8.5,2.04,0
12,19,7,0,21.43,0,16.65,17.8,2.76,0.62
12,20,7,0,21.41,0,18.74,16.4,5.76,0.17
12,21,7,0,21.17,0,20.43,11,5.4,0
12,22,7,0,21.11,0,21.89,12.7,4.68,0
12,23,7,0,21.18,0,22.96,17.1,6.84,0
12,24,7,0,20.99,0,24,9.3,2.76,0
12,1,1,0,20.96,0,24.67,7.8,3.24,0
12,2,1,0,20.96,0,25.24,12.3,1.44,0
12,3,1,0,20.96,0,25.99,5.8,1.56,0
12,4,1,0,20.96,0,26.91,6.2,1.2,0
12,5,1,0,20.96,0,27.88,6.6,0,0
12,6,1,0,20.96,0,29.02,7,1.44,0
12,7,1,0,20.96,0,30.61,9.8,0.6,0
12,8,1,0,20.98,0,31.72,12.6,12.24,0
12,9,1,0,20.99,0,32.25,11.7,10.8,0
12,10,1,0,21.06,0,32.44,15,11.04,0
12,11,1,0,21,0,33.06,10.8,13.8,0
12,12,1,0,21.03,0,34.42,10.6,6.24,0
12,13,1,0,21.28,0,35.2,12.7,9,0.15
12,14,1,0,21.91,0,35.46,12,0.72,4.22
12,15,1,0,22.33,0,35.98,15.9,1.2,14.69
12,16,1,0,22.31,0,36.33,9.9,5.04,10.3
12,17,1,0,22.33,0,36.11,14,1.08,5.34
12,18,1,0,22.29,0,36.18,12.3,0.36,3.83
12,19,1,0,22.4,0,36.24,15.2,2.64,6.69
12,20,1,0,22.37,0,36.46,12.3,1.8,4.62
12,21,1,0,22.39,0,36.6,15.2,3.12,7.13
12,22,1,0,22.35,0,37.13,12.5,1.2,4.85
12,23,1,0,22.41,0,37.33,18.2,1.56,9.56
12,24,1,0,22.31,0,37.98,11.6,2.16,3.54
12,1,2,0,22.12,0,38.96,8.5,1.56,1.35
12,2,2,0,21.94,0,39.36,7.7,0.12,0.71
12,3,2,0,21.76,0,39.83,6.9,0.36,0.2
12,4,2,0,21.45,0,41.62,4.8,3.36,0
12,5,2,0,21.83,0,41.06,12.8,0.96,0.99
12,6,2,0,21.82,0,41.28,12.2,1.32,0.65
12,7,2,0,21.52,0,42.32,9.3,3.36,0.01
12,8,2,0,21.54,0,42.49,11.8,12.24,0.14
12,9,2,0,21.44,0,42.52,11.3,17.28,0.01
12,10,2,0,21.58,0,41.63,13.3,6.48,0.19
12,11,2,0,21.47,0,41.45,9.5,7.56,0
12,12,2,0,21.37,0,41.55,8.2,4.8,0
12,13,2,0,21.46,0,41.32,10.3,3.24,0.04
12,14,2,0,21.66,0,40.89,13.2,1.44,0.51
12,15,2,0,21.46,0,41.55,8.9,2.4,0
12,16,2,0,21.41,0,41.65,10,3,0
12,17,2,0,21.41,0,41.53,10.7,0.6,0
12,18,2,0,21.58,0,41.06,14.1,1.56,0.18
12,19,2,0,21.46,0,41.77,11.6,0.36,0
12,20,2,0,21.62,0,41.5,16.4,0.36,0.42
12,21,2,0,21.66,0,40.97,17.2,6.48,0.54
12,22,2,0,21.62,0,40.74,15.9,0.6,0.32
12,23,2,0,21.44,0,40.89,14.3,3.12,0.04
12,24,2,0,21.13,0,41.61,9,0.12,0
12,1,3,0,21.08,0,41.31,10.8,0.72,0
12,2,3,0,21.04,0,40.9,10.8,2.04,0
12,3,3,0,20.97,0,40.27,6.2,0.24,0
12,4,3,0,20.96,0,39.39,3.9,0.12,0
12,5,3,0,20.96,0,38.62,8.5,0.96,0
12,6,3,0,20.96,0,37.92,9.9,0.12,0
12,7,3,0,20.96,0,37.23,10.7,1.92,0
12,8,3,0,20.98,0,36.58,14.7,17.16,0
12,9,3,0,20.98,0,36.13,13.7,11.16,0
12,10,3,0,20.96,0,35.7,8.1,10.68,0
12,11,3,0,20.96,0,35.62,10.2,9.6,0
12,12,3,0,20.96,0,35.88,9.7,3.12,0
12,13,3,0,21.04,0,35.82,13.9,0.72,0
12,14,3,0,21.08,0,35.11,14.7,1.2,0
12,15,3,0,21,0,34.47,10.1,7.44,0
12,16,3,0,21.02,0,33.27,13.9,2.28,0
12,17,3,0,20.97,0,32.62,10.9,1.56,0
12,18,3,0,20.96,0,32.2,9.3,0.48,0
12,19,3,0,20.99,0,31.98,13.2,4.08,0
12,20,3,0,21.04,0,31.81,17.4,1.08,0
12,21,3,0,21,0,31.77,14.8,1.44,0
12,22,3,0,21,0,31.69,14.8,6.36,0
12,23,3,0,20.98,0,31.45,12.5,0.96,0
12,24,3,0,20.97,0,30.98,11.6,4.32,0
12,1,4,0,20.96,0,30.32,11,2.64,0
12,2,4,0,20.96,0,29.82,7.3,1.8,0
12,3,4,0,20.96,0,29.11,10.2,0,0
12,4,4,0,20.96,0,28.18,7.5,0,0
12,5,4,0,20.96,0,27.21,9.5,0.12,0
12,6,4,0,20.96,0,26.23,8.1,0.84,0
12,7,4,0,20.96,0,25.35,12.1,8.64,0
12,8,4,0,20.97,0,24.76,14.4,16.08,0
12,9,4,0,20.96,0,24.19,11.1,15,0
12,10,4,0,21.01,0,23.36,15.5,17.52,0
12,11,4,0,21.08,0,22.39,10.4,4.08,0
12,12,4,0,21.19,0,21.65,10.9,6.84,0.14
12,13,4,0,21.31,0,21.14,10.7,7.2,0.64
12,14,4,0,21.47,0,20.69,12.6,2.64,1.54
12,15,4,0,21.5,0,20.43,10.9,3.12,1.47
12,16,4,0,21.42,0,20.39,12,2.04,0.54
12,17,4,0,21.25,0,20.59,12,4.08,0
12,18,4,0,21.27,0,20.82,16,2.76,0
12,19,4,0,21.27,0,21.56,15.6,0.96,0
12,20,4,0,21.2,0,22.37,14.8,1.08,0
12,21,4,0,21.05,0,22.93,10.5,2.16,0
12,22,4,0,21.07,0,23,15.8,6,0
12,23,4,0,21.05,0,23.1,15.3,1.92,0
12,24,4,0,21,0,23.1,14.7,1.44,0
12,1,5,0,20.96,0,22.89,10.3,8.52,0
12,2,5,0,20.96,0,22.62,9.2,2.4,0
12,3,5,0,20.96,0,22.36,8.7,0.12,0
12,4,5,0,20.96,0,22.21,9.4,0.12,0
12,5,5,0,20.96,0,22.26,12,0.84,0
12,6,5,0,20.96,0,22.28,6.2,1.56,0
12,7,5,0,20.96,0,22.36,11.6,7.68,0
12,8,5,0,21.03,0,22.32,10.1,0.96,0.06
12,9,5,0,21.43,0,21.69,14.5,8.64,1.27
12,10,5,0,21.44,0,21.54,9.4,15.36,0.65
12,11,5,0,21.55,0,21.29,13.2,16.44,1.2
12,12,5,0,21.87,0,21.06,17.4,2.16,3.79
12,13,5,0,21.74,0,21.66,12,2.88,1.35
12,14,5,0,21.52,0,22.4,12.7,4.8,0.31
12,15,5,0,21.36,0,22.87,13.4,2.4,0.12
12,16,5,0,21.18,0,23.2,10.8,3.96,0
12,17,5,0,21.1,0,23.28,12.2,1.32,0
12,18,5,0,21.08,0,23.53,12.3,1.68,0
12,19,5,0,21.19,0,24.15,16.6,0.96,0
12,20,5,0,21.13,0,24.87,14.2,4.56,0
12,21,5,0,21.1,0,25.27,14.7,3.36,0
12,22,5,0,21.09,0,25.55,15.3,0.96,0
12,23,5,0,21.06,0,25.83,15.2,0.36,0
12,24,5,0,21.02,0,26.14,14.5,0.36,0
12,1,6,0,20.96,0,26.45,8.8,4.44,0
12,2,6,0,20.96,0,26.63,6.4,0.84,0
12,3,6,0,20.96,0,26.71,11.6,1.44,0
12,4,6,0,20.96,0,26.46,8.7,0.24,0
12,5,6,0,20.96,0,26.31,8.1,0,0
12,6,6,0,20.96,0,26.56,13.3,7.44,0
12,7,6,0,20.96,0,26.75,12.3,2.28,0
12,8,6,0,21.06,0,26.79,13.8,6.24,0.06
12,9,6,0,21.27,0,26.59,12.3,20.64,0.69
12,10,6,0,21.47,0,26.22,11.7,15.12,0.82
12,11,6,0,21.56,0,25.7,10.4,16.68,1.14
12,12,6,0,21.82,0,24.92,14.2,7.56,4.1
12,13,6,0,22,0,24.14,13.2,3.96,5.98
12,14,6,0,22.13,0,23.17,11.9,6.72,6.57
12,15,6,0,22.28,0,22.04,13,12.24,7.05
12,16,6,0,22.16,0,21.2,9.8,1.2,3.2
12,17,6,0,21.82,0,20.59,9.9,5.28,1.33
12,18,6,0,21.93,0,20.03,14.6,5.16,2.08
12,19,6,0,21.8,0,20.51,12.2,4.2,1.22
12,20,6,0,21.91,0,20.74,17,0.48,2.14
12,21,6,0,21.81,0,21.08,15.6,2.04,1.06
12,22,6,0,21.68,0,21.24,15.7,3.96,0.58
12,23,6,0,21.31,0,21.65,11.1,3.24,0
12,24,6,0,21.25,0,21.49,14,1.08,0
12,1,7,0,21.02,0,21.45,7.9,4.2,0
12,2,7,0,20.96,0,20.94,7.9,2.88,0
12,3,7,0,20.96,0,20.21,9.7,0.24,0
12,4,7,0,20.96,0,19.54,9.2,1.68,0
12,5,7,0,20.96,0,18.94,9.8,0,0
12,6,7,0,20.96,0,18.38,6.6,0.48,0
12,7,7,0,20.96,0,17.92,9.4,0.6,0
12,8,7,0,20.96,0,17.59,9.6,9.96,0
12,9,7,0,21.04,0,17.03,12,17.88,0.09
12,10,7,0,21.07,0,16.67,7.7,13.08,0.1
12,11,7,0,21.23,0,16.45,11.4,14.88,0.44
12,12,7,0,21.24,0,16.6,10,3.84,0.25
12,13,7,0,21.58,0,16.5,17.4,3.12,1.66
12,14,7,0,21.77,0,16.57,14.6,3.96,2.86
12,15,7,0,21.53,0,17.06,10,3.48,0.97
12,16,7,0,21.45,0,17.48,10.7,8.16,1.15
12,17,7,0,21.21,0,18.1,8.6,1.2,0.01
12,18,7,0,21.18,0,18.41,12.3,1.56,0
12,19,7,0,21.28,0,18.74,15.6,7.32,0
12,20,7,0,21.2,0,19.59,13.9,7.08,0
12,21,7,0,21.04,0,20.49,10.8,11.76,0
12,22,7,0,21.06,0,20.96,14.9,2.52,0
12,23,7,0,20.98,0,21.26,11.9,6.12,0
12,24,7,0,20.96,0,21.23,7.2,5.64,0
12,1,1,0,20.96,0,21,12.5,4.2,0
12,2,1,0,20.96,0,20.7,9.3,1.92,0
12,3,1,0,20.97,0,20.34,16.9,2.16,0
12,4,1,0,20.96,0,20.24,8.4,0.36,0
12,5,1,0,20.96,0,20.2,10.9,0,0
12,6,1,0,20.96,0,20.01,9.4,1.56,0
12,7,1,0,20.96,0,19.82,13.2,5.64,0
12,8,1,0,20.96,0,19.71,16.4,9.48,0
